texto,clase_bloque
Valor deVenta de Operaciones GratuitasS/0.00,OTROS
1S/0.00,OTROS
Valor-Venta,OTROS
S/400:00,OTROS
IsC,OTROS
S/.0.00,OTROS
IGV,OTROS
SON: CUATROCIENTOS SETENTA Y DOS Y.00/100 SOLES,BLOQUE_MONEDA
HCBPER.,OTROS
T AR S/0.00,OTROS
Otros Cargos,OTROS
S/0.00,OTROS
Otros.Tributos,OTROS
S/:0:00,OTROS
Monto de redondeo,OTROS
S/-0.00,OTROS
Importe Total,OTROS
S/472.00,BLOQUE_MONTOS
"Esta es una representacion impresa de la factura electrónica, generada en el Sistema de SUNAT Puede",OTROS
verificarla.utilizando su clave SOL.,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
IDELSISOLUCIONESS.A.C,BLOQUE_EMISOR
CAL.LOSANGELES187URB.LASVEGAS,OTROS
RUC:20611758988,BLOQUE_EMISOR
E001-44,BLOQUE_COMPROBANTE
COMAS-LIMA LIMA,OTROS
Fecha de Emision.,OTROS
23/08/2024,BLOQUE_FECHA
Forma de pago Contado,OTROS
NAZCAENERGY S.A.C..NAZC,OTROS
Senor(es),OTROS
ENER.S.A.C.,OTROS
RUC,OTROS
20604526265,BLOQUE_RECEPTOR
JRSILICIOS5580.URB.INDUSTRIAL,OTROS
Direccion del Cliente,OTROS
INFANTAS.LIMA-LIMA-LOSOLIVOS,OTROS
Tipode Moneda,OTROS
SOLEST,BLOQUE_MONEDA
CTA CTE BCP 1911714286019,OTROS
w.wwwwCantidad.c,OTROS
Unidad MedidaDescripcion,OTROS
w...wwwwwsValor.Unitario.sm,OTROS
ICBPER,OTROS
1.00,BLOQUE_MONTOS
EUNIDADTT,OTROS
ALQUILER.DE'GRUPOELECTROGENO.DE5KWWS,OTROS
000,OTROS
1100.00,BLOQUE_MONTOS
Sub Total Ventas,OTROS
S/1100.00,BLOQUE_MONTOS
Anticipos,OTROS
+S/0:00,OTROS
Valor de Venta de Operaciones Gratuitas  S/.0.0.........,OTROS
Descuentos,OTROS
S/0.00,OTROS
Valor.Venta,OTROS
S/1100.00,BLOQUE_MONTOS
ISC,OTROS
S/:0.00,OTROS
HIGV,OTROS
S/198.00,BLOQUE_MONTOS
SON:UN'MILDOSCIENTOSNOVENTAY.OCHOY.00/100SOLES,BLOQUE_MONEDA
CICBPER,OTROS
00:0/S,OTROS
Otros Cargos,OTROS
S/0.00,OTROS
Otros Tributos,OTROS
000/S,OTROS
Monto de redondeo,OTROS
S/0:00,OTROS
Importe.Total,OTROS
S/1298.00,BLOQUE_MONTOS
ntormacion de.la detraccion',OTROS
Leyendas,OTROS
Bieno Servicio,OTROS
019Arrendamiento de bienes muebles e inmuebles,OTROS
Medio de pago,OTROS
001 Deposito en.cuenta2,BLOQUE_COMPROBANTE
Nro. Cta Banco de la Nacion,OTROS
00074252885,OTROS
Porcentaje de detracciöna10.00,OTROS
Monto detraccion,OTROS
S130.00,OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
F&L MULTISERVICIOS SALVADORS.A.C,BLOQUE_EMISOR
RUC:20515915428,BLOQUE_EMISOR
'PJ:HERNANVELARDE172CERCADODELIMAINT107,OTROS
LIMA-LIMA-LIMA,OTROS
E001-625,BLOQUE_COMPROBANTE
Fecha de Emision,OTROS
24/08/2023,BLOQUE_FECHA
orma.de.pago.Contado,OTROS
Senor(es):,OTROS
ADMINISTRACIONINMOBILIARIA,OTROS
SOCIEDADANONIMACERRADA,OTROS
RUC,OTROS
20506628963,BLOQUE_RECEPTOR
CALLAS.ORQUIDEAS585URB.,OTROS
Direccion del Cliente,OTROS
JARDININT301ALIMA-LIMA-SAN,OTROS
ISIDRON,OTROS
Tipo de Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observacion..,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripcion.,OTROS
ValorUnitario,OTROS
ICBPER..,OTROS
-1:00,OTROS
UNIDADR,OTROS
SERVICIODEEMERGENCIADE-ARRANQUEDEGRUPO,OTROS
380.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
ELECTROGENO,OTROS
Sub:Total.Ventas,OTROS
S/380.00,BLOQUE_MONTOS
Anticipos,OTROS
S/.0.00,OTROS
Valor de Venta de Operaciones Gratuitas [S/ 0.00.... .,OTROS
cuentos,OTROS
S/0.00,OTROS
Valor Venta,OTROS
S/380.00,BLOQUE_MONTOS
ISC,OTROS
HIGV,OTROS
SON: CUATROCIENTOS CUARENTA Y OCHO.Y40/100 SOLES,BLOQUE_MONEDA
089/S,OTROS
ICBPER,OTROS
S/0.00,OTROS
S/:0:00,OTROS
Otros Tributos,OTROS
wwwwS/0.00,OTROS
Montode.redondeo,OTROS
WS/0.00,OTROS
Importe Total,OTROS
S/448.40,BLOQUE_MONTOS
"Esta es una representaciön impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede",OTROS
verificarla utilizando su clave SOL.,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
IDELSISOLUCIONES.S.A.C.,BLOQUE_EMISOR
RUC20611758988,BLOQUE_EMISOR
AV.CARLOSIZAGUIRREURB.SAN.ANTONIOMZA.BLOTEO5,OTROS
E001-157,BLOQUE_COMPROBANTE
SANMARTINDEPORRESSLIMAOLIMAE,OTROS
Fecha de Emision,OTROS
18/04/2026,BLOQUE_FECHA
Forma de.pago.Credito,OTROS
ADMINISTRACION INMOBILIARIA,OTROS
Senores,OTROS
SOCIEDAD.ANONIMA CERRADA,OTROS
RUC,OTROS
20506628963,BLOQUE_RECEPTOR
AV.RICARDO RIVERA NAVARRETE,OTROS
Direccion del.Receptor de la factura,OTROS
475.URB.JARDININT.2.03LIMA,OTROS
LIMA-SAN.ISIDRO.,OTROS
AV.RICARDORIVERANAVARRETE,OTROS
Direccion.del.Cliente,OTROS
475URB.JARDININT.2.03LIMA,OTROS
LIMA-SAN ISIDRO,OTROS
TipodeMoneda,OTROS
SOLES.,BLOQUE_MONEDA
CTA.CORRIENTEBCP,OTROS
Observacion,OTROS
1911714286019,OTROS
Cantidad.,OTROS
Unidad Medida,OTROS
Descripcion,OTROS
ValorUnitario,OTROS
CICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
SUMINISTRO DEESTABILIZADOR DE 6KVAAGENCIA,OTROS
1550:00,BLOQUE_MONTOS
0:00,OTROS
LURINEM26001280,OTROS
Sub Total-Ventas,OTROS
S/1550:00,OTROS
Anticipos,OTROS
Descuentos,OTROS
S/0:00,OTROS
alor.deVenta.de.Operaciones-Gratuitas$/.0.00,OTROS
Valor.Venta,OTROS
S/1.550.00,OTROS
ISC,OTROS
00:01S,OTROS
IGV.,OTROS
S/279.00,BLOQUE_MONTOS
SON.UN.MILOCHOCIENTOS.VEINTINUEVE.Y.00/100SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/0.00,OTROS
Ordende.Compra26001328,OTROS
Otros.Cargos,OTROS
OtrosTributos,OTROS
S/0.00,OTROS
Montode.redondeo,OTROS
S/:0:00,OTROS
Importe Total,OTROS
S/1829.00,BLOQUE_MONTOS
nformacion'del credito,OTROS
Monto neto pendiente de pago,OTROS
S/1829.00,BLOQUE_MONTOS
Total de Cuotas,OTROS
N Cuota. Fec. Venc.,OTROS
N CuotaFec. Venc.,OTROS
NCuotaFecVenc,OTROS
Monto,OTROS
1:718/05/2026,OTROS
1829.00,BLOQUE_MONTOS
Esta es.unarepresentación impresa de la factura electronicagenerada en el Sistema de SuNATPuede,BLOQUE_COMPROBANTE
verificarla utilizando.su clave SoL.,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI,OTROS
IDELSISOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC20611758988,BLOQUE_EMISOR
AV.CARLOSIZAGUIRREURB SANANTONIO:MZA-BLOTE.05,OTROS
E001-100,BLOQUE_COMPROBANTE
SAN MARTIN DEPORRES-LIMA-LIMA,OTROS
Forma de pago. Contado,OTROS
Fecha de Emision.,OTROS
24/04/2025,BLOQUE_FECHA
ADMINISTRACION INMOBILIARIA,OTROS
Senor(es)),OTROS
SOCIEDAD ANONIMACERRADA,OTROS
20506628963,BLOQUE_RECEPTOR
RUCE,OTROS
CAL.LAS.ORQUIDEAS.585URB.,OTROS
Direccion.del.Cliente,OTROS
JARDIN INT.301ALIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
SOLES.,BLOQUE_MONEDA
Tipo de Moneda,OTROS
CTA CORRIENTE BCP,OTROS
Observacion,OTROS
1911714286019,OTROS
EValor UnitarioaICBPER,OTROS
UnidadMedida.,OTROS
Descripcion..,OTROS
Cantidad,OTROS
000,OTROS
UNIDADE,OTROS
SERVICIO.DEMANTENIMIENTOPREVENTIVODE.,OTROS
1:00,BLOQUE_COMPROBANTE
GRUPOELECTROGENOPERKINDE75KW DEOFICINA,OTROS
PRINCIPAL,OTROS
Sub Total Ventas,OTROS
S1702.69,BLOQUE_MONTOS
Anticipos,OTROS
Descuentos,OTROS
S/0.00,OTROS
Valor de Venta de.Operaciones Gratuitas,OTROS
000/S,OTROS
Valor Venta,OTROS
S/1702.69,BLOQUE_MONTOS
000/S,OTROS
MISC,OTROS
TIGV,OTROS
S/306.48,BLOQUE_MONTOS
MICBPER.,OTROS
S/0.00,OTROS
SON:DOS MIL NUEVE Y 17/100SOLES,BLOQUE_COMPROBANTE
Otros.Cargos,OTROS
S/0.00,OTROS
Otros.Tributos,OTROS
wwwwwS/0.00,OTROS
Monto.de.redondeo,OTROS
S/0:00,OTROS
S/2.009.17,OTROS
Importe-Total',OTROS
Informacion.dela.detraccion,OTROS
Operacion sujeta al Sistema de Pago de Obligaciones Tributarias con el.Gobierno.Central,OTROS
Leyenda.,OTROS
020. Mantenimiento.y reparacion de bienes muebles,OTROS
Bieno.Servicio,OTROS
001 Deposito en. cuenta,BLOQUE_COMPROBANTE
Medio depago.,OTROS
Monto.detraccion.,OTROS
S/241.00,OTROS
00074252885,OTROS
Porcentaje de detracciönat,OTROS
12:00,OTROS
Nro. Cta Banco de la Nacion r,OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
AV CARLOSIZAGUIRRE'URB.SANANTONIOMZA B'LOTE.05,OTROS
RUC20611758988,BLOQUE_EMISOR
SAN-MARTINDE PORRES-LIMA-LIMA,OTROS
E001.143,BLOQUE_COMPROBANTE
Fecha de Emision,OTROS
21/01/2026:,BLOQUE_FECHA
Forma-de pago.Contado,OTROS
Senor(es),OTROS
CFMTOOLS&REPRESENTACIONES,OTROS
SOCIEDAD ANONIMA CERRADA,OTROS
RUC.,OTROS
20563107112,BLOQUE_RECEPTOR
CAL9-URB.PRO LIMA1RAETAPA,OTROS
MZA QLOTE 05ALTDELCOLEGIO,OTROS
Direccion del.Cliente,OTROS
INCAGARCILAZOLIMA-LIMA.LOS,OTROS
OLIVOS,OTROS
TipodeMoneda,OTROS
DOLARAMERICANO,BLOQUE_MONEDA
Observacion,OTROS
CUENTACORRIENTEBCP:DOLARES,OTROS
1917086626188,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
wwwwwwwwwwwValor Unitario,OTROS
ICBPERT,OTROS
100,OTROS
UNIDAD,OTROS
SUMINISTRODECOLECTOR.DEPOLVO2XA,OTROS
1500.00,BLOQUE_MONTOS
DIMENCIONES-2100X1500X3200MMCON.0C.001-2026,OTROS
000,OTROS
Sub.TotalVentas,OTROS
Aniticipos,OTROS
$0.00,OTROS
Valor de Venta de Operaciones.Gratuitas,OTROS
$0:00,OTROS
Descuentos,OTROS
$0.00,OTROS
ValorVenta,OTROS
$1.500.00,BLOQUE_MONTOS
ISC,OTROS
$0:00,OTROS
SON: UNMIL SETECIENTOS SETENTA Y 00/100 DOLAR AMERICANO,BLOQUE_MONEDA
GV,OTROS
Orden de Compra 0012026,OTROS
ICBPER,OTROS
$0.00,OTROS
Otros Cargos,OTROS
Otros.Tributos,OTROS
$0.00,OTROS
Montode redondeo,OTROS
$0.00,OTROS
Importe:Total,OTROS
$1770.00,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede.",OTROS
verificarla utilizando su.clave soL,OTROS
--- Página 1 ---,OTROS
R.U.C.20112072277,BLOQUE_EMISOR
onesS.A.,OTROS
do Mendiola N6316Urb.Santa LuisaComas,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
Cel537-0005/999541800/998 125080,OTROS
F004N00023193,BLOQUE_COMPROBANTE
Guhasa Home Center,OTROS
GUHASA,OTROS
FECHA EMISION,OTROS
17/10/2022,BLOQUE_FECHA
RUC,OTROS
20515915428,BLOQUE_RECEPTOR
FECHAVENC,OTROS
17/10/2022,BLOQUE_FECHA
RAZON.SOCIAL,OTROS
CE.&L MULTISERVICIOS'SALVADORS.AC,BLOQUE_RECEPTOR
FECHAPAGO,OTROS
17/10/2022,BLOQUE_FECHA
PJ HERNAN VELARDENRO172 INT 107- LIMA :LIMA -LIMA,OTROS
DIRECCION,OTROS
T:MONEDA,OTROS
SOLES,BLOQUE_MONEDA
FORMAPAGO,OTROS
CONTADO,OTROS
IGV,OTROS
Cant,OTROS
B/S,OTROS
Unid,OTROS
pod,OTROS
TERMINALCADMIAD0P/S0EDAR:150A.(B-T70.10).70MM,OTROS
3.8200,OTROS
0.0000,OTROS
4:5076,OTROS
BIEN,OTROS
PIEZAS0410330000065,OTROS
TERMINALCADMIADO.P/SOLDAR.225A(B-T120-16),OTROS
4.0300,OTROS
26.4084,OTROS
4600,OTROS
0.0000,OTROS
BIENPIEZAS0410330000080,OTROS
120MM5/8,OTROS
TERMINAL CADMADO.P/SOLDAR250A(B-T15016,OTROS
0.0000,OTROS
4:5800,OTROS
30.0072,OTROS
BIENTPIEZAS,OTROS
0410330000090,OTROS
150MM5/8,OTROS
TERMINAL CADMIADO P/SOLDAR 125A (B-T50-10) 50MM,OTROS
0.0000,OTROS
0.4100,OTROS
2.7022,OTROS
-2900,OTROS
"""BIENPIEZAS",OTROS
0410330000052,OTROS
0.0000,OTROS
01200,OTROS
0:8024,OTROS
0.6800,OTROS
BIENPIEZAS0410330000005TERMINALCADMIADOP/SOLDAR35AB-T10.6.10MM1/4,OTROS
815,OTROS
OP.GRAVADA,OTROS
54.6000,BLOQUE_MONTOS
OP.INAFECTA,OTROS
SI,OTROS
0.0000,OTROS
OP.EXONERADA,OTROS
isi,OTROS
0.0000,OTROS
GUHASADISTRIBUCIONES.Y.REPRESENTACIONES:S.A.C,BLOQUE_EMISOR
BENEFICIARIO,OTROS
OP.EXPORTACION,OTROS
Si,OTROS
0.0000,OTROS
Consene su comprobante es indispensablepresentarlo para scli,OTROS
0.0000,OTROS
OP.GRATUITA,OTROS
cambios y/o devoluciones.dentro de los07dias,OTROS
Si,OTROS
0.0000,OTROS
CTA: CTE BCP Moneda Soles%LF%191-2433367-0.63%LF%Co),BLOQUE_MONEDA
TOT.DSCTO,OTROS
CUENTAS,OTROS
I.S.C.,OTROS
Si,OTROS
0.0000,OTROS
00219100243336706356%LF%%LF%,OTROS
1.G.V.18%,OTROS
9.8300,BLOQUE_MONTOS
COMENTARIOS-LEGALES,OTROS
S,OTROS
VENTADEMERCADERIA,OTROS
OTROS CARGOS,OTROS
0.0000,OTROS
OBSERVACIONES,OTROS
OTROS TRIBUTOS,OTROS
0.0000,OTROS
IMPORTE TOTAL,OTROS
Si,OTROS
64.4200,BLOQUE_MONTOS
SONSESENTAY CUATROY42/100SOLES,BLOQUE_MONEDA
Cion.N.0340050005820/SUNAT,OTROS
olesaVoo,OTROS
--- Página 1 ---,OTROS
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
F&L MULTISERVICIOS.SALVADOR S.A.C.,BLOQUE_EMISOR
RUC:20515915428,BLOQUE_EMISOR
PJHERNANVELARDE172CERCADODELIMAINT1O7,OTROS
E001-384,BLOQUE_COMPROBANTE
LIMA-LIMALIMA,OTROS
Fecha de Emision,OTROS
26/10/2022,BLOQUE_FECHA
Forma de pagoContado,OTROS
Senor(es)),OTROS
ADMINISTRACIONINMOBILIARIA,OTROS
SOCIEDAD.ANONIMA'CERRADA,OTROS
RUC,OTROS
20506628963,BLOQUE_RECEPTOR
CAL.LASORQUIDEAS 585URB.,OTROS
Direccion del.Cliente,OTROS
JARDININT.301ALIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
Tipo de Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observacion,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripcion,OTROS
ValorUnitarios,OTROS
ICBPER.,OTROS
1.00,BLOQUE_MONTOS
CEEATUNIDADS,OTROS
VENTA.DESENSORESPARAGRUPOELECTROGENO,OTROS
600.00,BLOQUE_MONTOS
0:00,OTROS
Sub.TotalVentas,OTROS
S/.600:00,OTROS
Anticipos,OTROS
S/0.00,OTROS
Descuentos,OTROS
00:0/S,OTROS
Valor.deVenta de Operaciones GratuitasS/.0.00,OTROS
Valor Venta,OTROS
S/600.00,BLOQUE_MONTOS
HiSC,OTROS
S/0.00,OTROS
IGV,OTROS
SON:SETECIENTOS0CHO'Y00/100.SOLES,BLOQUE_MONEDA
HICBPER,OTROS
9TY2TES/0.00,OTROS
Otros Cargos,OTROS
S/0.00,OTROS
Otros Tributos,OTROS
S.0.00,OTROS
Monto.de.redondeo,OTROS
00:0/S,OTROS
ImporteTotal,OTROS
S/708.00,BLOQUE_MONTOS
verificarla.utilizando su clave S@L,OTROS
--- Página 1 ---,OTROS
19/5/2615:38,OTROS
Factura Electronica-Impresion:,OTROS
FACTURA ELECTRóNICA,BLOQUE_COMPROBANTE
MUNICIPALIDAD DE LA VICTORIA,BLOQUE_EMISOR
RUC: 20131368071,BLOQUE_EMISOR
AV.IQUITOS 500,OTROS
E001-6575,BLOQUE_COMPROBANTE
LA VICTORIA-LIMA-LIMA,OTROS
Fecha de Emisión : 19/05/2026,BLOQUE_FECHA
Forma de pago : Contado,OTROS
GUTIERREZ ORTEGA SHERLY,BLOQUE_RECEPTOR
Senor(es),OTROS
: JEAN,OTROS
RUC,OTROS
10468988661,BLOQUE_RECEPTOR
----PROLONGACION HUANUCO,OTROS
Direccion del,OTROS
1601 INT.200 CENTRO,OTROS
Cliente,OTROS
COMERCIAL PARQUE CANEPA,OTROS
LIMA-LIMA-LA VICTORIA,OTROS
Tipo de Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observación,OTROS
:,OTROS
Unidad,OTROS
Descripción,OTROS
Valor Unitario,OTROS
1.00,OTROS
UNIDAD,OTROS
PAGO DE LA CUOTA 20-24 POR SERVICIO DE ALQUILER DE LA TIENDA NRO 200,OTROS
1389.8983050848,OTROS
DEL CC PARQUE CANEPA. REF. RECIBO NRO 051057455-2026,OTROS
Sub Total Ventas :,OTROS
"S/ 1,389.90",BLOQUE_MONTOS
Anticipos :[,OTROS
S/ 0.00,OTROS
Descuentos :,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas :,OTROS
s/ 0.00,OTROS
Valor Venta :,OTROS
"S/1,389.90",BLOQUE_MONTOS
ISC :[,OTROS
S/ 0.00,OTROS
IGV :[,OTROS
S/ 250.18,BLOQUE_MONTOS
SON: UN MIL SEISCIENTOS CUARENTA Y 08/100,OTROS
Otros Cargos :,OTROS
s/0.00,OTROS
SOLES,BLOQUE_MONEDA
: oot! sono,OTROS
S/0.00,OTROS
Monto de redondeo :,OTROS
S/0.00,OTROS
Importe Total:,OTROS
"S/1,640.08",BLOQUE_MONTOS
Información de la detracción,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno,OTROS
Leyenda:,OTROS
Central,OTROS
Bien o Servicio:,OTROS
019 Arrendamiento de bienes muebles e inmuebles,OTROS
Medio Pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la,OTROS
00046197445 Porcentaje de detracción: /10.00 Monto detracción: S/ 164.00,OTROS
Nacion:,OTROS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT, Puede verificarla utilizando",BLOQUE_COMPROBANTE
su clave SOL,OTROS
https:/ww1.sunat.gob.pe/ol-ti-itconscpemype/consultar.do?action=verlmprimirFactura&rowlndex=49,OTROS
1/1,OTROS
Escaneado con CamScanner,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC: 20611758988,BLOQUE_EMISOR
AV.CARLOS IZAGUIRRE URB.SAN ANTONIO MZA.B LOTE.05,OTROS
E001-158,BLOQUE_COMPROBANTE
SAN MARTIN DE PORRES - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 11/05/2026,BLOQUE_FECHA
Forma de pago: Contado,OTROS
Senor(es),OTROS
: INMOBILIARIA MARITIMA S A,BLOQUE_RECEPTOR
RUC,OTROS
: 20101995811,BLOQUE_RECEPTOR
Dirección del Cliente,OTROS
CAL. 41 894 URB. CORPAC INT. P.5,OTROS
: PISO 5 LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
CTA CORRIENTE BCP,OTROS
1911714286019,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
ANTICIPO POR SERVICIO DE ALQUILER DE GRUPO,OTROS
1300.00,BLOQUE_MONTOS
0.00,OTROS
ELECTROGENO DE 150 KW,OTROS
Sub Total Ventas :,OTROS
"S/ 1,300.00",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta,OTROS
"S/ 1,300.00",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV :,OTROS
S/ 234.00,BLOQUE_MONTOS
SON: UN MIL QUINIENTOS TREINTA Y CUATRO Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/ 0.00,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos,OTROS
S/ 0.00,OTROS
Monto de redondeo,OTROS
S/ 0.00,OTROS
Importe Total :,OTROS
"S/ 1,534.00",BLOQUE_MONTOS
Información de la detracción,OTROS
Leyenda:,OTROS
Operación sujeta al Sistema de Pago de Obligaciones Tributarias con el Gobierno Central,OTROS
Bien o Servicio:,OTROS
019 Arrendamiento de bienes muebles e inmuebles,OTROS
Medio de pago:,OTROS
001 Depósito en cuenta,BLOQUE_COMPROBANTE
Nro. Cta. Banco de la Nación:,OTROS
00074252885,OTROS
Porcentaje de detracción:,OTROS
10.00,OTROS
Monto detracción:,OTROS
S/ 153.00,BLOQUE_MONTOS
verificarla utilizando su clave SOL.,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 INT. 107 CERCADO DE LIMA,BLOQUE_COMPROBANTE
E001-72,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Vencimiento,OTROS
Fecha de Emisión,OTROS
: 02/09/2021,BLOQUE_FECHA
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
Dirección del Cliente,OTROS
AV. JAVIER PRADO OESTE 1650,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
MANTENIMIENTO RUTINARIO DE GRUPO,OTROS
990.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
ELECTROGENO 40KW SEGUN ORDEN 4600290090,OTROS
Sub Total Ventas :,OTROS
S/ 990.00,BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,BLOQUE_MONTOS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,BLOQUE_MONTOS
S/ 0.00,BLOQUE_MONTOS
Valor Venta,OTROS
S/ 990.00,BLOQUE_MONTOS
ISC,OTROS
S/ 0.00,BLOQUE_MONTOS
IGV,OTROS
S/ 178.20],BLOQUE_MONTOS
SON: UN MIL CIENTO SESENTA Y OCHO Y 20/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Cargos,OTROS
S/ 0.00,BLOQUE_MONTOS
Otros Tributos,OTROS
S/ 0.00,BLOQUE_MONTOS
Monto de redondeo,OTROS
S/ 0.00,BLOQUE_MONTOS
Importe Total :,OTROS
"S/ 1,168.20",BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURA ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC: 20515915428,BLOQUE_EMISOR
PJ. HERNAN VELARDE 172 CERCADO DE LIMA INT. 107,OTROS
E001-163,BLOQUE_COMPROBANTE
LIMA - LIMA - LIMA,OTROS
Fecha de Emisión,OTROS
: 17/01/2022,BLOQUE_FECHA
Forma de pago: Crédito,OTROS
Senor(es),OTROS
: DELOSI S.A.,BLOQUE_RECEPTOR
RUC,OTROS
: 20100123330,BLOQUE_RECEPTOR
AV. JAVIER PRAD0 OESTE 1650,OTROS
AV. JAVIER PRADO 0ESTE 1650,OTROS
Dirección del Cliente,OTROS
: LIMA-LIMA-SAN ISIDRO,OTROS
Tipo de Moneda,OTROS
: SOLES,BLOQUE_MONEDA
SERVICIO AFECTO A DETRACC 12%,OTROS
Observación,OTROS
: (147.90 SOLES),BLOQUE_MONEDA
Cantidad,OTROS
Unidad Medida,OTROS
Descripción,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
1.00,OTROS
UNIDAD,OTROS
ABASTECIMIENTO DE COMBUSTIBLE DE GRUPO,OTROS
570.00,OTROS
0.00,OTROS
ELECTROGENO DE 40 KILOS,OTROS
1.00,OTROS
UNIDAD,OTROS
TRANSLADO Y SUMINISTRO DE COMBUSTIBLE,OTROS
300.00,OTROS
0.00,OTROS
1.00,OTROS
UNIDAD,OTROS
PRUEBAS DE DECIBELES DE GRUPO ELECTROGENO,OTROS
300.00,OTROS
0.00,OTROS
Sub Total Ventas :,OTROS
"S/ 1,170.00",BLOQUE_MONTOS
Anticipos,OTROS
S/ 0.00,OTROS
Descuentos,OTROS
S/ 0.00,OTROS
Valor de Venta de Operaciones Gratuitas : S/ 0.00,OTROS
Valor Venta :,OTROS
"S/ 1,170.00",BLOQUE_MONTOS
ISC :,OTROS
S/ 0.00,OTROS
IGV :,OTROS
S/ 210.60,BLOQUE_MONTOS
SON: UN MIL TRESCIENTOS OCHENTA Y 60/100 SOLES,BLOQUE_MONEDA
ICBPER :,OTROS
S/ 0.00,OTROS
Orden de Compra : 4600334424,OTROS
Otros Cargos,OTROS
S/ 0.00,OTROS
Otros Tributos:,OTROS
S/ 0.00,OTROS
